id,title,rate_per_hour,skill_list,level,location_city,employment_type,company_sector
1015,DevOps Engineer,52.34,"AWS, Kubernetes, Terraform, SQL, FastAPI",Senior,Gyumri,Full-time,EdTech
1016,Mobile Developer,5.22,"React, Git, PostgreSQL",Junior,Yerevan,Part-time,EdTech
1017,Fullstack Developer,10.48,"Pandas, GCP, Redis, CI/CD",Junior,Remote,Full-time,Gaming
1018,Site Reliability Engineer,62.61,"REST API, NumPy, GCP, Pandas, Git, PostgreSQL",Senior,Remote,Full-time,EdTech
1019,Data Scientist,12.99,"Scikit-learn, Celery, Kubernetes",Junior,Yerevan,Full-time,Gaming
1020,Site Reliability Engineer,37.06,"SQL, PostgreSQL, REST API, FastAPI, React",Senior,Yerevan,Full-time,FinTech
1021,Data Scientist,3.77,"JavaScript, PostgreSQL, Scikit-learn, Django, Terraform",Intern,Yerevan,Full-time,FinTech
1022,Data Scientist,70.46,"Terraform, Git, AWS, MongoDB, Flask",Lead,Yerevan,Full-time,Gaming
1023,Site Reliability Engineer,10.05,"Django, Terraform, Python, AWS, Node.js",Junior,Yerevan,Part-time,HealthTech
1024,DevOps Engineer,13.84,"Pandas, SQL, GCP",Junior,Remote,Full-time,EdTech
1025,Software Engineer,11.83,"Node.js, MongoDB, PostgreSQL, Vue, GraphQL, Terraform",Junior,Yerevan,Full-time,FinTech
1026,Mobile Developer,9.62,"Redis, Flask, React, Kubernetes",Junior,Yerevan,Full-time,HealthTech
1027,Fullstack Developer,38.67,"Terraform, MySQL, Python, React",Senior,Yerevan,Full-time,Gaming
1028,Fullstack Developer,46.93,"Docker, Node.js, Kubernetes",Senior,Yerevan,Full-time,FinTech
1029,Software Engineer,60.3,"Git, FastAPI, GCP",Lead,Yerevan,Full-time,Gaming
1030,Mobile Developer,5.5,"JavaScript, Node.js, NumPy",Intern,Gyumri,Full-time,Gaming
1031,Frontend Developer,9.8,"REST API, Pandas, MongoDB",Junior,Remote,Full-time,Software
1032,Frontend Developer,8.77,"MySQL, MongoDB, Redis, JavaScript",Junior,Yerevan,Full-time,E-commerce
1033,Data Scientist,11.59,"Django, FastAPI, REST API",Junior,Yerevan,Full-time,Software
1034,DevOps Engineer,12.27,"Python, Node.js, Docker, GCP",Junior,Vanadzor,Full-time,Software
1035,Fullstack Developer,16.53,"CI/CD, SQL, FastAPI, Redis, React, Pandas",Mid,Yerevan,Part-time,Gaming
1036,Data Scientist,8.12,"FastAPI, AWS, Flask, Django, Git",Junior,Remote,Full-time,EdTech
1037,Fullstack Developer,10.47,"JavaScript, CI/CD, NumPy, MySQL, Git, SQL",Junior,Yerevan,Full-time,Gaming
1038,QA Engineer,25.99,"Scikit-learn, SQL, Flask, Python, JavaScript",Senior,Yerevan,Full-time,HealthTech
1039,Software Engineer,9.02,"FastAPI, GraphQL, Docker",Junior,Yerevan,Full-time,E-commerce
1040,DevOps Engineer,8.72,"MongoDB, Redis, Docker, SQL, Git",Junior,Yerevan,Full-time,E-commerce
1041,Software Engineer,20.61,"Docker, REST API, Redis, NumPy, SQL, Pandas",Mid,Gyumri,Full-time,FinTech
1042,Site Reliability Engineer,21.59,"Celery, GraphQL, SQL, Node.js, Flask, Pandas",Mid,Yerevan,Full-time,Gaming
1043,QA Engineer,4.95,"JavaScript, FastAPI, Django, AWS, SQL, Scikit-learn",Intern,Remote,Full-time,EdTech
1044,DevOps Engineer,15.64,"Vue, Node.js, Django, Pandas",Mid,Vanadzor,Full-time,E-commerce
1045,Fullstack Developer,8.92,"SQL, Docker, AWS",Junior,Yerevan,Full-time,Gaming
1046,Backend Developer,47.23,"Python, JavaScript, AWS, Flask",Senior,Yerevan,Full-time,EdTech
1047,Data Scientist,10.89,"Redis, Pandas, JavaScript, Celery",Junior,Yerevan,Full-time,FinTech
1048,DevOps Engineer,14.34,"MySQL, FastAPI, JavaScript",Mid,Yerevan,Full-time,Gaming
1049,Backend Developer,37.57,"Python, GCP, Docker, CI/CD",Senior,Yerevan,Full-time,EdTech
1050,Machine Learning Engineer,27.35,"SQL, Node.js, Docker, React, PostgreSQL",Mid,Gyumri,Part-time,EdTech
1051,Frontend Developer,15.38,"Git, Django, Node.js, GCP, React, REST API",Mid,Remote,Full-time,FinTech
1052,Product Engineer,47.95,"GCP, React, Django, AWS, Terraform, Docker",Senior,Gyumri,Full-time,HealthTech
1053,Data Scientist,11.07,"Node.js, MySQL, React",Junior,Yerevan,Full-time,HealthTech
1054,Site Reliability Engineer,8.93,"REST API, Vue, Terraform, Django",Junior,Yerevan,Full-time,HealthTech
1055,Data Scientist,12.32,"Django, Scikit-learn, MongoDB, Flask, MySQL, Python",Junior,Remote,Full-time,EdTech
1056,QA Engineer,38.48,"Pandas, AWS, JavaScript, SQL, CI/CD, FastAPI",Senior,Remote,Full-time,HealthTech
1057,QA Engineer,24.75,"GraphQL, Scikit-learn, GCP",Mid,Yerevan,Full-time,FinTech
1058,Machine Learning Engineer,23.89,"Flask, Terraform, Scikit-learn, SQL, Node.js, Vue",Mid,Vanadzor,Full-time,FinTech
1059,Software Engineer,13.13,"Pandas, Git, Terraform, Celery, MongoDB, Kubernetes, JavaScript",Mid,Gyumri,Full-time,EdTech
1060,QA Engineer,10.98,"Node.js, Vue, Git, Pandas, Flask, JavaScript",Junior,Yerevan,Part-time,Software
1061,Product Engineer,23.84,"REST API, Scikit-learn, Flask, Redis, FastAPI",Mid,Yerevan,Full-time,FinTech
1062,Machine Learning Engineer,16.25,"AWS, Scikit-learn, Flask, Pandas, React, Kubernetes, PostgreSQL",Mid,Remote,Full-time,HealthTech
1063,Machine Learning Engineer,77.59,"GraphQL, Redis, Django",Lead,Gyumri,Full-time,FinTech
1064,QA Engineer,41.59,"Kubernetes, AWS, Celery, Git",Senior,Yerevan,Part-time,Gaming
1065,QA Engineer,26.78,"Git, Terraform, Django",Mid,Yerevan,Full-time,HealthTech
1066,Data Scientist,26.0,"GCP, React, GraphQL, Flask, Node.js",Mid,Yerevan,Full-time,Software
1067,Mobile Developer,40.24,"Kubernetes, FastAPI, Flask, React, NumPy, GCP, Docker",Senior,Yerevan,Full-time,E-commerce
1068,Data Scientist,14.04,"Vue, SQL, Pandas, Redis, FastAPI, PostgreSQL",Mid,Yerevan,Full-time,EdTech
1069,Machine Learning Engineer,4.86,"MongoDB, GraphQL, Django, Git",Intern,Yerevan,Full-time,Gaming
1070,Mobile Developer,11.75,"Django, Vue, Python, NumPy",Junior,Gyumri,Full-time,E-commerce
1071,Software Engineer,27.98,"PostgreSQL, GCP, Flask",Mid,Yerevan,Full-time,FinTech
1072,DevOps Engineer,73.64,"React, Django, Flask, Docker, MongoDB",Senior,Yerevan,Full-time,FinTech
1073,DevOps Engineer,8.14,"SQL, React, Scikit-learn, Docker, AWS, GraphQL, GCP",Junior,Yerevan,Full-time,E-commerce
1074,Backend Developer,21.68,"Git, JavaScript, MongoDB, CI/CD, Pandas, Python, NumPy",Mid,Dilijan,Full-time,Gaming
1075,Machine Learning Engineer,39.47,"PostgreSQL, Celery, Pandas, Python, Kubernetes, JavaScript",Senior,Yerevan,Full-time,Gaming
1076,Software Engineer,27.09,"Docker, SQL, REST API, NumPy",Mid,Remote,Full-time,FinTech
1077,Fullstack Developer,21.46,"Python, AWS, NumPy, Scikit-learn, MySQL, CI/CD, Celery",Mid,Yerevan,Full-time,FinTech
1078,Frontend Developer,17.9,"AWS, REST API, Docker, Celery, NumPy",Mid,Yerevan,Full-time,E-commerce
1079,QA Engineer,9.33,"Git, React, REST API, Docker, GCP, MySQL, SQL",Junior,Yerevan,Full-time,FinTech
1080,Software Engineer,7.84,"Scikit-learn, FastAPI, Flask",Junior,Yerevan,Part-time,Software
1081,Software Engineer,5.79,"REST API, FastAPI, Terraform, Kubernetes, Celery, GraphQL, Django",Intern,Remote,Full-time,Gaming
1082,Software Engineer,11.28,"GCP, FastAPI, Vue, Redis, NumPy, AWS, Kubernetes",Junior,Yerevan,Full-time,E-commerce
1083,Mobile Developer,55.88,"AWS, Scikit-learn, Node.js",Senior,Yerevan,Full-time,E-commerce
1084,Site Reliability Engineer,12.1,"Python, Docker, Django, JavaScript",Junior,Vanadzor,Full-time,E-commerce
1085,QA Engineer,45.16,"React, GraphQL, Docker, Node.js, REST API",Senior,Yerevan,Full-time,HealthTech
1086,Mobile Developer,11.17,"JavaScript, Terraform, GCP, React, Pandas, MongoDB",Junior,Yerevan,Full-time,EdTech
1087,Site Reliability Engineer,8.7,"FastAPI, Terraform, GraphQL, GCP, NumPy, PostgreSQL, REST API",Junior,Yerevan,Full-time,FinTech
1088,Fullstack Developer,42.02,"Terraform, NumPy, GraphQL",Senior,Yerevan,Full-time,E-commerce
1089,Fullstack Developer,5.64,"GCP, Python, Pandas, JavaScript, Kubernetes, Terraform, AWS",Intern,Yerevan,Part-time,Software
1090,Fullstack Developer,9.63,"Pandas, NumPy, Scikit-learn, GCP",Junior,Dilijan,Full-time,EdTech
1091,DevOps Engineer,24.38,"Terraform, GraphQL, FastAPI",Mid,Yerevan,Part-time,Gaming
1092,Frontend Developer,15.63,"React, Flask, Redis, AWS, Vue",Mid,Yerevan,Full-time,HealthTech
1093,Mobile Developer,9.84,"Vue, CI/CD, Docker",Junior,Gyumri,Full-time,E-commerce
1094,Mobile Developer,53.2,"MySQL, Python, React, CI/CD",Senior,Yerevan,Full-time,FinTech
1095,Product Engineer,11.57,"Redis, Git, REST API, Python, React",Mid,Vanadzor,Full-time,HealthTech
1096,Site Reliability Engineer,34.14,"Python, Celery, NumPy, JavaScript, Vue, AWS, FastAPI",Senior,Remote,Full-time,Software
1097,Data Scientist,6.79,"PostgreSQL, Redis, Vue, Flask",Intern,Yerevan,Full-time,Gaming
1098,QA Engineer,31.11,"Celery, GCP, Vue, PostgreSQL, React, Pandas",Senior,Yerevan,Full-time,E-commerce
1099,Software Engineer,46.28,"Scikit-learn, NumPy, GraphQL, MySQL, React, Vue, Redis",Senior,Yerevan,Contract,Software
1100,Mobile Developer,50.75,"FastAPI, Git, GCP, Docker, Vue, GraphQL, AWS",Senior,Yerevan,Full-time,HealthTech
1101,QA Engineer,41.15,"PostgreSQL, GraphQL, Docker, MySQL, Git, Terraform, Celery",Senior,Gyumri,Full-time,Software
1102,QA Engineer,19.21,"AWS, Node.js, Flask, Vue",Mid,Yerevan,Full-time,E-commerce
1103,Software Engineer,11.3,"SQL, Python, MongoDB, Vue, Kubernetes",Mid,Yerevan,Full-time,Software
1104,Product Engineer,22.67,"Git, Vue, Celery, FastAPI, REST API",Senior,Dilijan,Full-time,E-commerce
1105,DevOps Engineer,42.85,"GraphQL, Terraform, Docker",Senior,Remote,Full-time,Gaming
1106,Software Engineer,55.39,"Scikit-learn, Redis, Django",Senior,Yerevan,Full-time,FinTech
1107,DevOps Engineer,16.34,"GCP, Node.js, GraphQL, Python, MySQL, SQL, Pandas",Mid,Yerevan,Full-time,HealthTech
1108,Backend Developer,35.09,"REST API, Celery, Django",Senior,Yerevan,Full-time,E-commerce
1109,QA Engineer,14.95,"PostgreSQL, MongoDB, NumPy, AWS, GCP",Mid,Yerevan,Full-time,E-commerce
1110,Frontend Developer,20.74,"SQL, Kubernetes, Redis, Terraform, FastAPI",Mid,Yerevan,Full-time,E-commerce
1111,QA Engineer,25.92,"FastAPI, MongoDB, SQL, Pandas",Senior,Yerevan,Full-time,Software
1112,Mobile Developer,7.7,"Python, SQL, Django, PostgreSQL, Pandas, FastAPI, CI/CD",Junior,Yerevan,Full-time,HealthTech
1113,DevOps Engineer,9.78,"SQL, React, JavaScript, GraphQL, Kubernetes",Junior,Yerevan,Full-time,E-commerce
1114,Frontend Developer,10.22,"CI/CD, FastAPI, Celery, Pandas, Node.js, GraphQL",Junior,Vanadzor,Full-time,E-commerce
1115,Machine Learning Engineer,22.16,"Node.js, Flask, PostgreSQL, MySQL, NumPy, AWS",Mid,Remote,Full-time,Gaming
1116,Site Reliability Engineer,53.52,"Flask, Redis, Django",Senior,Yerevan,Full-time,FinTech
1117,Data Scientist,5.32,"FastAPI, MongoDB, Vue, GraphQL, Celery, CI/CD",Intern,Yerevan,Full-time,FinTech
1118,QA Engineer,46.19,"FastAPI, JavaScript, Node.js, AWS, GCP, Kubernetes, Git",Senior,Yerevan,Full-time,FinTech
1119,Site Reliability Engineer,9.38,"CI/CD, MySQL, GraphQL, Terraform",Junior,Yerevan,Full-time,E-commerce
1120,Frontend Developer,12.08,"Kubernetes, React, PostgreSQL",Junior,Vanadzor,Full-time,FinTech
1121,Backend Developer,21.78,"Flask, AWS, Docker, Vue, JavaScript, GCP, Celery",Mid,Yerevan,Full-time,Software
1122,Mobile Developer,18.04,"Terraform, GCP, Pandas",Mid,Yerevan,Full-time,Software
1123,Mobile Developer,6.16,"Git, Redis, Celery, Docker, FastAPI, Django, Node.js",Junior,Yerevan,Full-time,HealthTech
1124,Frontend Developer,10.9,"Flask, REST API, FastAPI, PostgreSQL",Junior,Yerevan,Full-time,HealthTech
1125,Data Scientist,59.77,"Node.js, Pandas, SQL",Senior,Yerevan,Full-time,E-commerce
1126,DevOps Engineer,24.98,"SQL, Git, MySQL, Pandas, Python",Mid,Yerevan,Full-time,Gaming
1127,Frontend Developer,5.82,"SQL, Node.js, React, MongoDB, CI/CD",Junior,Dilijan,Full-time,Gaming
1128,Frontend Developer,9.14,"Docker, MongoDB, Python, React, PostgreSQL, Flask",Junior,Yerevan,Full-time,Software
1129,Fullstack Developer,15.77,"Python, Redis, Node.js, NumPy, FastAPI, Django, Scikit-learn",Mid,Vanadzor,Full-time,E-commerce
1130,Product Engineer,11.74,"NumPy, JavaScript, FastAPI, MySQL",Mid,Yerevan,Full-time,EdTech
1131,QA Engineer,21.68,"PostgreSQL, AWS, Kubernetes, Python, NumPy, MySQL",Mid,Yerevan,Contract,HealthTech
1132,QA Engineer,30.35,"FastAPI, PostgreSQL, CI/CD, Celery, Terraform, Python",Senior,Gyumri,Part-time,EdTech
1133,Fullstack Developer,69.47,"Redis, Python, Node.js, GraphQL, Pandas",Lead,Vanadzor,Full-time,FinTech
1134,Mobile Developer,14.96,"PostgreSQL, Terraform, CI/CD",Mid,Yerevan,Full-time,E-commerce
1135,Site Reliability Engineer,43.19,"PostgreSQL, CI/CD, AWS, MongoDB",Senior,Yerevan,Contract,EdTech
1136,Mobile Developer,18.65,"GraphQL, Celery, SQL",Mid,Remote,Full-time,FinTech
1137,QA Engineer,44.15,"MySQL, FastAPI, Python, Redis, CI/CD",Senior,Yerevan,Full-time,EdTech
1138,Fullstack Developer,25.63,"CI/CD, React, MySQL, Redis, Pandas, Flask, Scikit-learn",Mid,Yerevan,Contract,EdTech
1139,Backend Developer,16.82,"Redis, MySQL, Python",Mid,Yerevan,Full-time,Software
1140,Mobile Developer,21.57,"MySQL, Scikit-learn, Celery, CI/CD, NumPy",Mid,Vanadzor,Full-time,FinTech
1141,Site Reliability Engineer,12.25,"Docker, GraphQL, Flask, MySQL",Junior,Yerevan,Full-time,Gaming
1142,Data Scientist,6.13,"Docker, GCP, FastAPI, PostgreSQL, MySQL, Git",Intern,Remote,Full-time,Gaming
1143,DevOps Engineer,12.96,"CI/CD, NumPy, Vue, PostgreSQL",Junior,Yerevan,Part-time,EdTech
1144,Fullstack Developer,15.23,"Terraform, Kubernetes, REST API, React, GCP, Docker, FastAPI",Mid,Yerevan,Full-time,HealthTech
1145,Fullstack Developer,21.39,"Kubernetes, AWS, Docker, Python, REST API",Mid,Yerevan,Full-time,Gaming
1146,Backend Developer,55.01,"Scikit-learn, Node.js, GraphQL, Celery, AWS",Lead,Yerevan,Full-time,EdTech
1147,Fullstack Developer,17.96,"JavaScript, GCP, CI/CD, Python, Kubernetes, Celery",Mid,Dilijan,Part-time,Software
1148,Machine Learning Engineer,45.61,"MongoDB, Git, FastAPI",Senior,Yerevan,Full-time,Gaming
1149,DevOps Engineer,15.67,"CI/CD, Celery, Pandas, SQL, Django, Vue, NumPy",Mid,Yerevan,Part-time,Software
1150,Fullstack Developer,11.81,"MySQL, Terraform, Pandas, Python",Mid,Remote,Full-time,Gaming
1151,Machine Learning Engineer,34.72,"FastAPI, Celery, Scikit-learn, Node.js, Vue, Pandas, Redis",Mid,Yerevan,Full-time,FinTech
1152,Backend Developer,45.07,"GCP, Redis, React, Node.js, REST API",Senior,Yerevan,Full-time,Software
1153,DevOps Engineer,35.28,"Docker, JavaScript, Terraform",Senior,Yerevan,Part-time,EdTech
1154,Backend Developer,14.4,"Pandas, SQL, REST API, Vue, Redis, CI/CD, MySQL",Junior,Gyumri,Full-time,FinTech
1155,DevOps Engineer,20.1,"GCP, SQL, Scikit-learn, FastAPI, Kubernetes",Mid,Remote,Full-time,Gaming
1156,Mobile Developer,36.53,"GCP, Python, GraphQL, MySQL, Django, Terraform, Git",Senior,Yerevan,Full-time,Software
1157,Machine Learning Engineer,4.6,"PostgreSQL, Python, React, AWS, Celery, CI/CD",Intern,Dilijan,Contract,E-commerce
1158,Data Scientist,21.43,"Terraform, JavaScript, AWS, Pandas",Mid,Yerevan,Full-time,Software
1159,Product Engineer,24.05,"GCP, Flask, Terraform, Redis, Git",Mid,Yerevan,Full-time,HealthTech
1160,Software Engineer,6.76,"PostgreSQL, JavaScript, SQL, MongoDB, GraphQL, CI/CD, AWS",Junior,Yerevan,Full-time,Gaming
1161,Product Engineer,21.92,"Node.js, FastAPI, CI/CD, Redis",Mid,Yerevan,Full-time,Gaming
1162,Software Engineer,10.75,"FastAPI, React, Pandas, GCP",Mid,Gyumri,Contract,Gaming
1163,Mobile Developer,23.91,"Kubernetes, NumPy, AWS",Senior,Yerevan,Full-time,Software
1164,Product Engineer,23.08,"GCP, JavaScript, Terraform, GraphQL, REST API, Vue",Mid,Yerevan,Full-time,Software
1165,Data Scientist,7.68,"Docker, Celery, Scikit-learn, Vue",Junior,Yerevan,Full-time,FinTech
1166,Frontend Developer,12.17,"Scikit-learn, JavaScript, Python",Mid,Yerevan,Full-time,FinTech
1167,QA Engineer,29.0,"CI/CD, Pandas, Terraform, Celery",Senior,Yerevan,Part-time,HealthTech
1168,Machine Learning Engineer,8.31,"AWS, Git, REST API, JavaScript, Scikit-learn",Junior,Yerevan,Full-time,EdTech
1169,Frontend Developer,17.85,"JavaScript, Scikit-learn, Celery",Mid,Yerevan,Part-time,EdTech
1170,DevOps Engineer,10.55,"Python, Node.js, MySQL, PostgreSQL, GCP",Junior,Yerevan,Full-time,EdTech
1171,QA Engineer,13.0,"GraphQL, Node.js, Celery, Git, Pandas, MySQL, GCP",Junior,Vanadzor,Contract,Software
1172,Product Engineer,8.25,"Terraform, Python, Django, MongoDB, Docker",Junior,Yerevan,Full-time,E-commerce
1173,DevOps Engineer,14.09,"Pandas, MongoDB, CI/CD, Django, Node.js, Redis, Flask",Junior,Vanadzor,Full-time,FinTech
1174,Product Engineer,55.52,"Flask, Docker, Git, Pandas, REST API",Senior,Yerevan,Full-time,Software
1175,Machine Learning Engineer,34.5,"Celery, Node.js, Terraform, AWS, Docker, Redis",Senior,Yerevan,Full-time,Software
1176,DevOps Engineer,36.62,"NumPy, Scikit-learn, Vue",Senior,Vanadzor,Full-time,Software
1177,Site Reliability Engineer,15.83,"Redis, Django, GCP, Pandas, JavaScript, Docker, Terraform",Mid,Yerevan,Full-time,Software
1178,Site Reliability Engineer,10.79,"Vue, MongoDB, Docker, Django, Node.js",Junior,Yerevan,Part-time,HealthTech
1179,Data Scientist,10.91,"Django, Python, Pandas, Node.js, Scikit-learn, Flask, CI/CD",Junior,Yerevan,Full-time,EdTech
1180,Fullstack Developer,22.0,"MySQL, JavaScript, Git, GCP",Mid,Yerevan,Full-time,EdTech
1181,Machine Learning Engineer,30.31,"Redis, SQL, Pandas, AWS",Mid,Yerevan,Full-time,EdTech
1182,Data Scientist,23.66,"Terraform, Node.js, Celery, PostgreSQL, MongoDB",Mid,Yerevan,Full-time,EdTech
1183,Site Reliability Engineer,19.96,"Redis, PostgreSQL, Flask, Vue, JavaScript, Celery, Node.js",Mid,Yerevan,Part-time,Gaming
1184,DevOps Engineer,41.77,"Node.js, SQL, Kubernetes",Senior,Yerevan,Full-time,FinTech
1185,Software Engineer,37.1,"PostgreSQL, GraphQL, GCP, MySQL, Flask",Senior,Remote,Full-time,Software
1186,Backend Developer,9.03,"Kubernetes, Django, Node.js, Vue, GCP, React",Junior,Yerevan,Full-time,E-commerce
1187,Software Engineer,13.3,"Python, Git, NumPy, MongoDB, PostgreSQL",Mid,Yerevan,Full-time,EdTech
1188,Product Engineer,6.48,"Docker, Pandas, NumPy, Django, FastAPI, REST API",Junior,Yerevan,Full-time,EdTech
1189,Mobile Developer,54.32,"Docker, GraphQL, Pandas, NumPy, Celery, PostgreSQL",Lead,Remote,Full-time,EdTech
1190,Fullstack Developer,49.97,"Python, PostgreSQL, Scikit-learn, CI/CD",Lead,Yerevan,Contract,FinTech
1191,DevOps Engineer,12.65,"GCP, Django, Git, PostgreSQL, AWS, SQL, Terraform",Junior,Yerevan,Full-time,HealthTech
1192,Software Engineer,31.92,"PostgreSQL, React, Kubernetes, Python, Django",Senior,Yerevan,Full-time,EdTech
1193,QA Engineer,19.19,"Flask, PostgreSQL, Git, REST API, MongoDB, Scikit-learn, Kubernetes",Mid,Vanadzor,Full-time,Software
1194,Fullstack Developer,11.07,"Node.js, Terraform, React, JavaScript",Junior,Gyumri,Full-time,E-commerce
1195,Product Engineer,18.59,"Kubernetes, GraphQL, MongoDB, Django, REST API, Node.js, SQL",Mid,Yerevan,Full-time,FinTech
1196,DevOps Engineer,63.81,"SQL, Django, Git, Node.js, AWS, FastAPI, Flask",Lead,Yerevan,Full-time,HealthTech
1197,Site Reliability Engineer,23.42,"AWS, CI/CD, Docker, Flask, Terraform, Pandas, MySQL",Mid,Yerevan,Full-time,HealthTech
1198,Fullstack Developer,3.44,"Redis, MySQL, Git, Python, React",Intern,Yerevan,Full-time,E-commerce
1199,QA Engineer,3.3,"Git, Vue, Scikit-learn",Intern,Remote,Part-time,Software
1200,QA Engineer,22.94,"Vue, GCP, GraphQL, Django, CI/CD",Mid,Gyumri,Full-time,EdTech
1201,Fullstack Developer,19.84,"GraphQL, Celery, Terraform, REST API",Mid,Remote,Full-time,Software
1202,Mobile Developer,18.12,"Redis, CI/CD, Celery, Pandas, Kubernetes, MongoDB, PostgreSQL",Mid,Yerevan,Part-time,Software
1203,Data Scientist,41.28,"Node.js, Kubernetes, MongoDB, Pandas, FastAPI",Senior,Yerevan,Full-time,FinTech
1204,Data Scientist,22.43,"REST API, Celery, Flask, AWS, Terraform",Mid,Remote,Full-time,Software
1205,Machine Learning Engineer,22.8,"REST API, Node.js, NumPy, Docker",Mid,Yerevan,Full-time,EdTech
1206,Software Engineer,14.76,"MongoDB, FastAPI, Flask, Docker, Celery",Mid,Yerevan,Full-time,HealthTech
1207,Fullstack Developer,21.19,"Python, React, FastAPI, Docker, PostgreSQL, REST API",Mid,Yerevan,Full-time,FinTech
1208,Machine Learning Engineer,41.16,"SQL, React, Flask",Senior,Yerevan,Full-time,E-commerce
1209,Fullstack Developer,25.32,"JavaScript, GCP, SQL, REST API, Node.js",Mid,Yerevan,Full-time,E-commerce
1210,DevOps Engineer,8.84,"Git, FastAPI, Pandas, Django, Flask, AWS, Kubernetes",Junior,Dilijan,Part-time,EdTech
1211,Mobile Developer,17.17,"Pandas, React, NumPy, GraphQL",Mid,Yerevan,Full-time,E-commerce
1212,Site Reliability Engineer,11.8,"GCP, MongoDB, Kubernetes, React, Celery, GraphQL",Junior,Dilijan,Full-time,HealthTech
1213,DevOps Engineer,65.15,"GraphQL, Celery, Docker",Senior,Yerevan,Full-time,HealthTech
1214,DevOps Engineer,31.32,"Pandas, Vue, Docker",Mid,Yerevan,Full-time,FinTech
1215,Site Reliability Engineer,13.99,"React, FastAPI, MySQL, PostgreSQL, Redis",Junior,Vanadzor,Full-time,HealthTech
1216,Machine Learning Engineer,16.28,"NumPy, FastAPI, Node.js, CI/CD, PostgreSQL, JavaScript, Scikit-learn",Junior,Yerevan,Part-time,HealthTech
1217,Data Scientist,27.12,"REST API, Scikit-learn, Vue",Mid,Yerevan,Full-time,EdTech
1218,Backend Developer,19.17,"Docker, Pandas, Kubernetes, Celery, JavaScript, NumPy, MySQL",Mid,Gyumri,Full-time,HealthTech
1219,Frontend Developer,32.22,"PostgreSQL, Flask, JavaScript, Scikit-learn, CI/CD, FastAPI",Senior,Dilijan,Full-time,E-commerce
1220,QA Engineer,31.8,"React, Celery, MongoDB, PostgreSQL, Kubernetes",Senior,Yerevan,Full-time,Software
1221,Software Engineer,39.11,"Django, Docker, FastAPI, SQL, Scikit-learn",Senior,Yerevan,Full-time,Gaming
1222,Site Reliability Engineer,15.59,"Terraform, Python, Node.js",Mid,Vanadzor,Full-time,Gaming
1223,Fullstack Developer,13.89,"Redis, JavaScript, React, Pandas, MySQL",Mid,Vanadzor,Full-time,FinTech
1224,Fullstack Developer,6.89,"Python, Docker, Flask, Redis",Junior,Vanadzor,Contract,Gaming
1225,Site Reliability Engineer,22.94,"Git, GCP, Terraform, GraphQL, Node.js",Mid,Yerevan,Full-time,Gaming
1226,Software Engineer,22.08,"MySQL, CI/CD, Redis, Scikit-learn",Mid,Yerevan,Contract,HealthTech
1227,Software Engineer,21.21,"FastAPI, NumPy, MySQL, Docker",Mid,Yerevan,Full-time,Software
1228,Machine Learning Engineer,14.83,"CI/CD, FastAPI, AWS, SQL, GCP",Mid,Yerevan,Full-time,E-commerce
1229,Fullstack Developer,35.7,"Docker, CI/CD, Node.js, Python, MySQL, PostgreSQL, Celery",Senior,Yerevan,Full-time,E-commerce
1230,Data Scientist,41.27,"CI/CD, MongoDB, Docker, GCP, Scikit-learn",Senior,Gyumri,Full-time,HealthTech
1231,Machine Learning Engineer,19.73,"MongoDB, Terraform, Django, MySQL",Mid,Yerevan,Full-time,E-commerce
1232,Machine Learning Engineer,27.32,"Git, MongoDB, JavaScript",Mid,Yerevan,Full-time,FinTech
1233,Product Engineer,26.1,"NumPy, SQL, MongoDB",Mid,Remote,Full-time,E-commerce
1234,QA Engineer,35.52,"AWS, REST API, Vue, React",Senior,Yerevan,Full-time,EdTech
1235,Site Reliability Engineer,31.69,"MongoDB, Docker, Vue, REST API, Pandas",Mid,Yerevan,Full-time,FinTech
1236,Data Scientist,37.09,"Celery, GCP, Scikit-learn",Senior,Yerevan,Full-time,EdTech
1237,Machine Learning Engineer,5.86,"Django, PostgreSQL, Pandas, FastAPI",Intern,Yerevan,Full-time,Gaming
1238,Mobile Developer,23.93,"Flask, Celery, Pandas",Mid,Yerevan,Full-time,HealthTech
1239,Mobile Developer,3.34,"Pandas, GraphQL, Scikit-learn",Intern,Yerevan,Full-time,FinTech
1240,Mobile Developer,6.56,"Celery, Pandas, Python, MySQL, PostgreSQL, Kubernetes",Junior,Yerevan,Full-time,HealthTech
1241,Data Scientist,8.55,"Docker, Flask, Node.js, REST API, PostgreSQL",Junior,Remote,Full-time,E-commerce
1242,Machine Learning Engineer,9.76,"Redis, Pandas, GCP",Junior,Yerevan,Full-time,E-commerce
1243,QA Engineer,42.75,"GCP, NumPy, Node.js",Senior,Yerevan,Full-time,EdTech
1244,Machine Learning Engineer,29.72,"Scikit-learn, Terraform, Flask, FastAPI",Mid,Yerevan,Full-time,HealthTech
1245,Site Reliability Engineer,11.16,"JavaScript, GCP, Git",Junior,Vanadzor,Full-time,FinTech
1246,Machine Learning Engineer,21.21,"PostgreSQL, Docker, MySQL, MongoDB, JavaScript, Django",Mid,Vanadzor,Full-time,Software
1247,QA Engineer,27.6,"NumPy, REST API, Scikit-learn, Redis",Mid,Yerevan,Part-time,HealthTech
1248,Site Reliability Engineer,22.84,"Celery, REST API, Pandas, Flask, FastAPI, Docker",Mid,Remote,Full-time,E-commerce
